year,player,pos,age,team,games_played,games_started,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,link,rank,w_lpercent,gb,pw,pl,ps_g,pa_g,game,date,away_game,opponent,game_outcome,overtime,tm_score,opp_score,cumulative_wins,cumulative_losses,streak,diff,avg_diff,cumulative_away
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,44,2016-01-19T00:00:00Z,1,Miami Heat,W,,91,79,19,25,W 3,12,-4.613636363636363,25
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,45,2016-01-22T00:00:00Z,1,Houston Rockets,L,,98,102,19,26,L 1,-4,-4.6,26
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,46,2016-01-23T00:00:00Z,1,New Orleans Pelicans,L,,99,116,19,27,L 2,-17,-4.869565217391305,27
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,47,2016-01-26T00:00:00Z,0,Orlando Magic,W,,107,100,20,27,W 1,7,-4.617021276595745,27
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,48,2016-01-28T00:00:00Z,1,Memphis Grizzlies,L,,83,103,20,28,L 1,-20,-4.9375,28
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,49,2016-01-29T00:00:00Z,0,Miami Heat,L,,103,107,20,29,L 2,-4,-4.918367346938775,28
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,50,2016-02-01T00:00:00Z,1,Sacramento Kings,L,,104,111,20,30,L 3,-7,-4.96,29
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,51,2016-02-02T00:00:00Z,1,Portland Trail Blazers,L,,95,107,20,31,L 4,-12,-5.098039215686274,30
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,52,2016-02-05T00:00:00Z,1,Utah Jazz,L,,81,84,20,32,L 5,-3,-5.0576923076923075,31
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,53,2016-02-09T00:00:00Z,0,Boston Celtics,W,,112,111,21,32,W 1,1,-4.943396226415095,31
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,54,2016-02-11T00:00:00Z,0,Washington Wizards,W,,99,92,22,32,W 2,7,-4.722222222222222,31
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,55,2016-02-19T00:00:00Z,0,Charlotte Hornets,L,,95,98,22,33,L 1,-3,-4.6909090909090905,31
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,56,2016-02-20T00:00:00Z,1,Atlanta Hawks,W,2OT,117,109,23,33,W 1,8,-4.464285714285714,32
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,57,2016-02-22T00:00:00Z,0,Los Angeles Lakers,W,,108,101,24,33,W 2,7,-4.2631578947368425,32
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,58,2016-02-25T00:00:00Z,1,Boston Celtics,L,,107,112,24,34,L 1,-5,-4.275862068965517,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,59,2016-02-27T00:00:00Z,0,Detroit Pistons,L,,91,102,24,35,L 2,-11,-4.389830508474576,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,60,2016-02-29T00:00:00Z,0,Houston Rockets,W,,128,121,25,35,W 1,7,-4.2,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,61,2016-03-02T00:00:00Z,0,Indiana Pacers,L,,99,104,25,36,L 1,-5,-4.213114754098361,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,62,2016-03-04T00:00:00Z,0,Minnesota Timberwolves,W,,116,101,26,36,W 1,15,-3.903225806451613,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,63,2016-03-06T00:00:00Z,0,Oklahoma City Thunder,L,,96,104,26,37,L 1,-8,-3.9682539682539684,33
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,64,2016-03-07T00:00:00Z,1,Chicago Bulls,L,,90,100,26,38,L 2,-10,-4.0625,34
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,65,2016-03-09T00:00:00Z,0,Miami Heat,W,,114,108,27,38,W 1,6,-3.9076923076923076,34
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,66,2016-03-12T00:00:00Z,0,New Orleans Pelicans,W,,103,92,28,38,W 2,11,-3.6818181818181817,34
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,67,2016-03-13T00:00:00Z,1,Brooklyn Nets,W,,109,100,29,38,W 3,9,-3.4925373134328357,35
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,68,2016-03-15T00:00:00Z,0,Toronto Raptors,L,,89,107,29,39,L 1,-18,-3.7058823529411766,35
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,69,2016-03-17T00:00:00Z,0,Memphis Grizzlies,W,,96,86,30,39,W 1,10,-3.5072463768115942,35
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,70,2016-03-20T00:00:00Z,0,Utah Jazz,L,,85,94,30,40,L 1,-9,-3.585714285714286,35
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,71,2016-03-21T00:00:00Z,1,Detroit Pistons,L,,91,92,30,41,L 2,-1,-3.5492957746478875,36
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,72,2016-03-23T00:00:00Z,1,Cleveland Cavaliers,L,,104,113,30,42,L 3,-9,-3.625,37
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,73,2016-03-25T00:00:00Z,1,Atlanta Hawks,L,,90,101,30,43,L 4,-11,-3.7260273972602738,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,74,2016-03-26T00:00:00Z,0,Charlotte Hornets,L,,91,115,30,44,L 5,-24,-4,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,75,2016-03-30T00:00:00Z,0,Phoenix Suns,W,,105,94,31,44,W 1,11,-3.8,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,76,2016-04-01T00:00:00Z,0,Orlando Magic,W,,113,110,32,44,W 2,3,-3.710526315789474,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,77,2016-04-03T00:00:00Z,0,Chicago Bulls,L,,98,102,32,45,L 1,-4,-3.7142857142857144,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,78,2016-04-05T00:00:00Z,0,Cleveland Cavaliers,L,,80,109,32,46,L 2,-29,-4.038461538461538,38
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,79,2016-04-08T00:00:00Z,1,Boston Celtics,L,,109,124,32,47,L 3,-15,-4.177215189873418,39
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,80,2016-04-10T00:00:00Z,1,Philadelphia 76ers,W,OT,109,108,33,47,W 1,1,-4.1125,40
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,81,2016-04-11T00:00:00Z,1,Orlando Magic,L,,98,107,33,48,L 1,-9,-4.172839506172839,41
2016,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,/players/a/antetgi01.html,12,0.402,24.0,29,29,99,103.2,82,2016-04-13T00:00:00Z,0,Indiana Pacers,L,,92,97,33,49,L 2,-5,-4.182926829268292,41
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,1,2016-10-26T00:00:00Z,0,Charlotte Hornets,L,,96,107,0,1,L 1,-11,-11,0
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,2,2016-10-29T00:00:00Z,0,Brooklyn Nets,W,,110,108,1,1,W 1,2,-4.5,0
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,3,2016-10-30T00:00:00Z,1,Detroit Pistons,L,,83,98,1,2,L 1,-15,-8,1
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,4,2016-11-01T00:00:00Z,1,New Orleans Pelicans,W,,117,113,2,2,W 1,4,-5,2
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,5,2016-11-03T00:00:00Z,0,Indiana Pacers,W,,125,107,3,2,W 2,18,-0.4,2
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,6,2016-11-05T00:00:00Z,0,Sacramento Kings,W,,117,91,4,2,W 3,26,4,2
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,7,2016-11-06T00:00:00Z,1,Dallas Mavericks,L,OT,75,86,4,3,L 1,-11,1.8571428571428572,3
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,8,2016-11-10T00:00:00Z,0,New Orleans Pelicans,L,,106,112,4,4,L 2,-6,0.875,3
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,9,2016-11-12T00:00:00Z,0,Memphis Grizzlies,W,,106,96,5,4,W 1,10,1.8888888888888888,3
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,10,2016-11-16T00:00:00Z,1,Atlanta Hawks,L,,100,107,5,5,L 1,-7,1,4
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,11,2016-11-17T00:00:00Z,1,Miami Heat,L,,73,96,5,6,L 2,-23,-1.1818181818181819,5
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,12,2016-11-19T00:00:00Z,0,Golden State Warriors,L,,121,124,5,7,L 3,-3,-1.3333333333333333,5
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,13,2016-11-21T00:00:00Z,0,Orlando Magic,W,,93,89,6,7,W 1,4,-0.9230769230769231,5
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,14,2016-11-25T00:00:00Z,0,Toronto Raptors,L,,99,105,6,8,L 1,-6,-1.2857142857142858,5
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,15,2016-11-27T00:00:00Z,1,Orlando Magic,W,,104,96,7,8,W 1,8,-0.6666666666666666,6
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,16,2016-11-29T00:00:00Z,0,Cleveland Cavaliers,W,,118,101,8,8,W 2,17,0.4375,6
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,17,2016-12-01T00:00:00Z,1,Brooklyn Nets,W,,111,93,9,8,W 3,18,1.4705882352941178,7
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,18,2016-12-03T00:00:00Z,0,Brooklyn Nets,W,,112,103,10,8,W 4,9,1.8888888888888888,7
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,19,2016-12-05T00:00:00Z,0,San Antonio Spurs,L,,96,97,10,9,L 1,-1,1.736842105263158,7
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,20,2016-12-07T00:00:00Z,0,Portland Trail Blazers,W,,115,107,11,9,W 1,8,2.05,7
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,21,2016-12-09T00:00:00Z,0,Atlanta Hawks,L,,110,114,11,10,L 1,-4,1.7619047619047619,7
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,22,2016-12-10T00:00:00Z,1,Washington Wizards,L,,105,110,11,11,L 2,-5,1.4545454545454546,8
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,23,2016-12-12T00:00:00Z,1,Toronto Raptors,L,,100,122,11,12,L 3,-22,0.43478260869565216,9
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,24,2016-12-15T00:00:00Z,0,Chicago Bulls,W,,108,97,12,12,W 1,11,0.875,9
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,25,2016-12-16T00:00:00Z,1,Chicago Bulls,W,,95,69,13,12,W 2,26,1.88,10
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,26,2016-12-20T00:00:00Z,0,Cleveland Cavaliers,L,OT,108,114,13,13,L 1,-6,1.5769230769230769,10
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,27,2016-12-21T00:00:00Z,1,Cleveland Cavaliers,L,,102,113,13,14,L 2,-11,1.1111111111111112,11
2017,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2,/players/a/antetgi01.html,6.5,0.512,11.0,40,40,103.6,103.8,28,2016-12-23T00:00:00Z,0,Washington Wizards,W,,123,96,14,14,W 1,27,2.0357142857142856,11
